Time (min),Requests
23361,129818
23362,2219
23363,1654
23364,27640
23365,33166
23366,21615
23367,5749
23368,6667
23369,3438
23370,232878
23371,14945
23372,4721
23373,2511
23374,6388
23375,10485
23376,78245
23377,2981
23378,4919
23379,115717
23380,3449
23381,7458
23382,7476
23383,22105
23384,3275
23385,8438
23386,69099
23387,73073
23388,2106
23389,499
23390,5232
23391,3590
23392,1076
23393,5237
23394,4014
23395,1491
23396,2465
23397,1485
23398,1338
23399,3799
23400,20867
23401,20107
23402,5036
23403,103041
23404,44265
23405,202006
23406,24130
23407,8514
23408,2507
23409,4456
23410,3525
23411,65680
23412,9369
23413,22619
23414,100346
23415,9574
23416,2998
23417,2730
23418,2690
23419,5632
23420,9853
23421,3256
23422,5612
23423,5080
23424,13712
23425,50291
23426,217151
23427,48416
23428,2109
23429,1121
23430,43690
23431,17081
23432,497786
23433,5545
23434,229274
23435,57588
23436,22105
23437,1695
23438,7071
23439,3621
23440,39873
23441,6214
23442,6597
23443,2640
23444,30113
23445,3148
23446,60175
23447,83940
23448,119005
23449,107430
23450,108090
23451,16653
23452,147001
23453,148211
23454,1510
23455,3371
23456,17706
23457,88012
23458,1176
23459,3020
23460,4650
23461,18050
23462,4606
23463,20745
23464,5259
23465,2543
23466,5941
23467,657926
23468,685347
23469,859614
23470,16098
23471,932
23472,1377
23473,2116
23474,2823
23475,3236
23476,7069
23477,1598
23478,3977
23479,1337
23480,3643
23481,63667
23482,1031631
23483,40143
23484,6873
23485,5041
23486,35622
23487,1773
23488,447170
23489,9822
23490,173100
23491,39924
23492,14540
23493,8051
23494,1749
23495,7386
23496,6408
23497,25268
23498,4120
23499,1358
23500,26694
23501,39417
23502,157802
23503,21279
23504,81085
23505,9011
23506,3014
23507,6623
23508,8154
23509,3458
23510,6335
23511,27697
23512,57923
23513,1174
23514,77181
23515,4415
23516,11434
23517,9294
23518,23607
23519,507490
23520,1030652
23521,374938
23522,237352
23523,289618
23524,4615
23525,2994
23526,810095
23527,3971
23528,9784
23529,6643
23530,6146
23531,29012
23532,120626
23533,121928
23534,120553
23535,1147
23536,6785
23537,3158
23538,3722
23539,1571
23540,1462
23541,45147
23542,607102
23543,1550
23544,6530
23545,23003
23546,97921
23547,90454
23548,29799
23549,1364
23550,4781
23551,2125
23552,3733
23553,4360
23554,6649
23555,4542
23556,958
23557,2225
23558,957
23559,1941
23560,3324
23561,19307
23562,95195
23563,10995
23564,1656
23565,4138
23566,210865
23567,8900
23568,1792
23569,2971
23570,46151
23571,5825
23572,109006
23573,15295
23574,10360
23575,112384
23576,3611
23577,476716
23578,808713
23579,7800
23580,7704
23581,2315
23582,2378
23583,5243
23584,2984
23585,1614
23586,6913
23587,1334
23588,2706
23589,1722
23590,2760
23591,2335
23592,2367
23593,75564
23594,44730
23595,1952
23596,181010
23597,2562
23598,1918
23599,6047
23600,14327
23601,238985
23602,195068
23603,6341
23604,4368
23605,28013
23606,176191
23607,37180
23608,134615
23609,140071
23610,310358
23611,220113
23612,244692
23613,252897
23614,18935
23615,4247
23616,130713
23617,1981
23618,5390
23619,3589
23620,5089
23621,4485
23622,3234
23623,237484
23624,5627
23625,11998
23626,3029
23627,314387
23628,37138
23629,3232
23630,192535
23631,1676326
23632,74289
23633,174323
23634,173591
23635,162817
23636,181242
23637,8204
23638,43813
23639,25246
23640,6336
23641,60194
23642,6402
23643,22435
23644,2252
23645,1652
23646,2606
23647,2850
23648,4028
23649,3974
23650,3072
23651,613
23652,15387
23653,3991
23654,50861
23655,41947
23656,114934
23657,188531
23658,1662904
23659,15669
23660,48421
23661,1866
23662,31379
23663,37486
23664,93025
23665,34266
23666,4102533
23667,18560
23668,60489
23669,104692
23670,1822
23671,112631
23672,1040
23673,113957
23674,11099
23675,238902
23676,13205
23677,18744
23678,12636
23679,6522
23680,8762
23681,122680
23682,197490
23683,37624
23684,4830
23685,5630
23686,41496
23687,16565
23688,422373
23689,4551
23690,164979
23691,36123
23692,8958
23693,3288
23694,664
23695,2671
23696,1765
23697,3545
23698,3334
23699,2011
23700,263600
23701,3084
23702,29647
23703,1556
23704,4792
23705,302276
23706,10563
23707,10959
23708,9890
23709,2821
23710,12571
23711,33074
23712,92748
23713,434706
23714,435220
23715,431941
23716,1341
23717,8437
23718,8740
23719,156593
23720,2284
23721,3937
23722,2806
23723,2141
23724,17412
23725,48938
23726,21536
23727,3558
23728,88445
23729,9096
23730,11348
23731,20030
23732,3163
23733,5415
23734,4320
23735,4046
23736,3231460
23737,60081
23738,746394
23739,1668
23740,2993
23741,2358
23742,9666
23743,3503
23744,2905
23745,4233
23746,9499
23747,13950
23748,17752
23749,3181
23750,1504
23751,111115
23752,19076
23753,4067
23754,4580
23755,13407
23756,4004
23757,2986
23758,2316
23759,2572
23760,13105
23761,3204
23762,3966
23763,56753
23764,31091
23765,2164
23766,3594595
23767,73802
23768,45642
23769,483922
23770,986765
23771,8016
23772,5604
23773,206879
23774,207079
23775,47856
23776,239531
23777,50175
23778,261369
23779,1757
23780,297832
23781,267307
23782,1180055
23783,2623318
23784,2808388
23785,42778
23786,7607
23787,6748
23788,169555
23789,3147
23790,18282
23791,1452
23792,137679
23793,1201744
23794,24587702
23795,22338480
23796,94411
23797,1021
23798,5714356
23799,11997
23800,67738
23801,428680
23802,429759
23803,428150
23804,2462
23805,5092
23806,1024
23807,150820
23808,8068
23809,6587
23810,4830
23811,5284
23812,43967
23813,51775
23814,23264
23815,318071
23816,1701699
23817,13380
23818,55608
23819,20571
23820,29181
23821,16274
23822,3929
23823,5359
23824,8924
23825,18384
23826,97684
23827,3591
23828,24146
23829,3323
23830,78806
23831,28937
23832,789814
23833,4130
23834,4312
23835,24546
23836,7071
23837,27894
23838,2299
23839,4896
23840,11423
23841,17432
23842,15423
23843,3610828
23844,46458
23845,75149
23846,2899
23847,1854
23848,8207
23849,14083
23850,2638
23851,5151
23852,4955
23853,5058
23854,23595
23855,19415
23856,4800
23857,6952
23858,46165
23859,65402
23860,670535
23861,2575645
23862,2524375
23863,45447
23864,11211
23865,30766
23866,11065
23867,264672
23868,4139
23869,887899
23870,845121
23871,629
23872,10492
23873,654263
23874,2456945
23875,2537679
23876,12022
23877,5056
23878,1968
23879,12466
23880,1511
23881,138261
23882,3272
23883,7354
23884,4410
23885,1059
23886,3539
23887,5176
23888,441302
23889,115436
23890,7303
23891,2436
23892,5974
23893,13195
23894,18485
23895,25520
23896,17928
23897,22778
23898,18180
23899,39679
23900,2457
23901,2740
23902,19136
23903,25135
23904,24256
23905,21136
23906,3855
23907,4178
23908,4161
23909,20535
23910,21010
23911,23129
23912,112233
23913,5333
23914,10178
23915,7817
23916,98466
23917,7438
23918,683
23919,17180
23920,58189
23921,15467
23922,6320
23923,7018
23924,1322
23925,4152
23926,3784
23927,16520
23928,10473
23929,45554
23930,2438
23931,6031
23932,90516
23933,2501
23934,2474
23935,43193
23936,202331
23937,39541
23938,2901
23939,2819
23940,4073241
23941,458395
23942,29028
23943,169648
23944,56570
23945,18197
23946,8957
23947,656646
23948,703265
23949,865081
23950,16356
23951,19622
23952,53726
23953,46733
23954,87317
23955,18164
23956,2445
23957,10905
23958,2922
23959,1201
23960,3549
23961,5204
23962,2022
23963,5216
23964,13445
23965,14715
23966,679351
23967,2622264
23968,2628363
23969,23850
23970,3655
23971,10391
23972,16174
23973,4626
23974,5571
23975,4957
23976,126614
23977,8177
23978,6680
23979,89060
23980,76339
23981,12623
23982,5950
23983,19464
23984,6008
23985,1827
23986,9926
23987,44929
23988,15111
23989,19311
23990,93388
23991,7228
23992,664545
23993,779509
23994,891885
23995,4167
23996,22572
23997,2421
23998,2483
23999,301676
24000,36470
24001,775002
24002,55148
24003,20989
24004,22942
24005,2211
24006,34632
24007,2783
24008,11094
24009,8579
24010,3819
24011,692
24012,1682
24013,2170
24014,53049
24015,14105
24016,13561
24017,648
24018,156971
24019,5329
24020,3312
24021,5275
24022,18955
24023,394012
24024,2772
24025,9797
24026,8634
24027,14949
24028,68420
24029,95092
24030,267295
24031,297850
24032,325276
24033,3661
24034,15135
24035,486876
24036,590255
24037,8989
24038,5850
24039,4188
24040,15996
24041,114138
24042,16332
24043,57391
24044,371235
24045,36030
24046,9070
24047,11319
24048,283083
24049,543042
24050,4539
24051,136709
24052,51617
24053,47972
24054,10409
24055,61938
24056,59199
24057,196602
24058,230074
24059,185001
24060,11246
24061,17662
24062,1051
24063,7040
24064,126312
24065,3465
24066,22707
24067,724560
24068,2478562
24069,2439073
24070,41180
24071,3720
24072,7778
24073,8202
24074,17710
24075,5330
24076,137339
24077,4126
24078,204145
24079,49393
24080,84992
24081,1016
24082,32514
24083,5699
24084,5418
24085,3093
24086,1041969
24087,5689
24088,98991
24089,220670
24090,222615
24091,362804
24092,34837
24093,42689
24094,38733
24095,5184
24096,303408
24097,374
24098,267353
24099,280182
24100,18401
24101,24208
24102,5026
24103,3607
24104,5973
24105,19485
24106,8055
24107,7107
24108,45816
24109,38881
24110,5168
24111,18677
24112,3548459
24113,8853
24114,23803
24115,43391
24116,2695
24117,8827
24118,9853
24119,4246
24120,7149
24121,15241
24122,11842
24123,11885
24124,8340
24125,6018
24126,225285
24127,226038
24128,250393
24129,4349
24130,20445
24131,17804
24132,224935
24133,662993
24134,678065
24135,861344
24136,6397
24137,5672
24138,26531
24139,6110
24140,7904
24141,6319
24142,10565
24143,29579
24144,83392
24145,5060
24146,4169
24147,4299
24148,264829
24149,7989
24150,264729
24151,274478
24152,6590
24153,232837
24154,10973
24155,17058
24156,8829
24157,27352
24158,6936
24159,78165
24160,2793
24161,1995
24162,881
24163,1198
24164,11451
24165,5019
24166,43374
24167,815
24168,730
24169,150235
24170,18605
24171,8966
24172,11275
24173,10481
24174,2013
24175,4550
24176,6405
24177,147077
24178,15446
24179,5061
24180,97542
24181,9911
24182,2636
24183,2318
24184,2525
24185,275975
24186,51827
24187,26065
24188,2711
24189,5607
24190,4505474
24191,3671549
24192,331865
24193,145410
24194,36999
24195,9138
24196,112391
24197,394403
24198,405603
24199,481203
24200,3529303
24201,7220
24202,38123
24203,176572
24204,6524
24205,77137
24206,14830
24207,4530
24208,3183
24209,18426
24210,18852
24211,14880
24212,9210
24213,2918
24214,6536
24215,4676
24216,4886
24217,58408
24218,1785
24219,3175
24220,16405
24221,25482
24222,4616
24223,84976
24224,10215
24225,17919
24226,3163039
24227,41751
24228,11887
24229,8165
24230,1228
24231,4278
24232,10663
24233,22091
24234,100647
24235,12178
24236,13497
24237,21068
24238,5750
24239,6623
24240,109782
24241,32783
24242,2068
24243,4109
24244,36488
24245,65111
24246,30590
24247,1711
24248,2657
24249,923
24250,2872
24251,4407
24252,201889
24253,200935
24254,1907
24255,2405
24256,2113
24257,2160
24258,1758
24259,42301
24260,40850
24261,2213
24262,148994
24263,14744
24264,99737
24265,6862
24266,5133
24267,7572
24268,17328
24269,5638
24270,9707
24271,4417
24272,4622
24273,852254
24274,24240340
24275,22320448
24276,6983
24277,266375
24278,6120767
24279,495778
24280,500296
24281,2262
24282,12228
24283,9255
24284,3546346
24285,3563
24286,10633
24287,7406
24288,16754
24289,5957
24290,1547
24291,10372
24292,43834
24293,205444
24294,69375
24295,3701
24296,400691
24297,401870
24298,6825
24299,4235
24300,11434
24301,1314
24302,2521
24303,10512
24304,15943
24305,18633
24306,8345
24307,58632
24308,123013
24309,54065
24310,18003
24311,660398
24312,2419387
24313,2443752
24314,11862
24315,8014
24316,62145
24317,13058
24318,741
24319,3340
24320,960955
24321,23372952
24322,21417877
24323,1318
24324,8203
24325,6221959
24326,9363
24327,13392
24328,94647
24329,86012
24330,13123
24331,10419
24332,16193
24333,12289
24334,20020
24335,9023
24336,7833
24337,46074
24338,49124
24339,51031
24340,14551
24341,140784
24342,539
24343,3340
24344,4250
24345,6633
24346,24274
24347,164004
24348,55565
24349,4451
24350,5154
24351,26733
24352,471825
24353,670865
24354,7046132
24355,2504034
24356,7807
24357,18833
24358,185374
24359,80570
24360,291209
24361,315116
24362,445946
24363,19884
24364,377751
24365,10996
24366,112533
24367,74219
24368,5141
24369,3512
24370,2997
24371,14342
24372,2841
24373,7745
24374,11713
24375,18210
24376,32457
24377,7243
24378,3364
24379,9083
24380,9007
24381,20479
24382,13331
24383,8549
24384,18457
24385,162241
24386,6440
24387,58786
24388,1697
24389,2613
24390,19846
24391,22694
24392,34762
24393,7192
24394,839
24395,16560
24396,2583
24397,2158
24398,84378
24399,3960
24400,24557
24401,40931
24402,155620
24403,11781
24404,12941
24405,13125
24406,8102
24407,35899
24408,4922
24409,5292
24410,121555
24411,3586234
24412,23547
24413,409580
24414,28417
24415,3194
24416,4711
24417,8331
24418,2572
24419,39412
24420,28748
24421,31199
24422,6518
24423,18824
24424,7294
24425,1040
24426,38652
24427,765
24428,14708
24429,16412
24430,270265
24431,11301
24432,370216
24433,19559
24434,482898
24435,3875
24436,5115
24437,20142
24438,21503
24439,170537
24440,82302
24441,155242
24442,183119
24443,286575
24444,152008
24445,73433
24446,55291
24447,17581
24448,576662
24449,5212
24450,3157
24451,54728
24452,26476
24453,6521
24454,128802
24455,69013
24456,285620
24457,373954
24458,249898
24459,6529
24460,13671
24461,48438
24462,222039
24463,524
24464,7157
24465,6981
24466,6813
24467,9213
24468,6659
24469,30759
24470,3599
24471,4041
24472,2778
24473,2941
24474,2042
24475,113159
24476,654594
24477,2362607
24478,2374070
24479,1001643
24480,329445
24481,808720
24482,25376541
24483,22936977
24484,28957
24485,5525
24486,5679932
24487,111254
24488,6718
24489,11765
24490,87755
24491,14413
24492,9449
24493,25947
24494,1639
24495,1639
24496,2454
24497,2766
24498,4268
24499,14354
24500,141604
24501,24206
24502,2118
24503,1108
24504,13794
24505,18858
24506,36374
24507,402
24508,4141102
24509,39373
24510,17898
24511,18356
24512,21032
24513,124306
24514,16929
24515,12929
24516,20528
24517,14585
24518,72347
24519,39915
24520,17159
24521,1902
24522,13611
24523,278613
24524,2724
24525,271773
24526,269474
24527,6617
24528,16214
24529,29307
24530,9045
24531,20714
24532,200356
24533,90713
24534,171905
24535,7349
24536,6113
24537,118527
24538,23167
24539,8908
24540,12081
24541,16697
24542,8140
24543,20837
24544,10140
24545,4261
24546,5879
24547,2564
24548,57644
24549,5486
24550,100590
24551,64437
24552,5064
24553,46841
24554,94573
24555,10926
24556,2728
24557,1778
24558,43512
24559,9536
24560,3677
24561,1559
24562,586698
24563,521974
24564,5363
24565,5353
24566,33134
24567,4596
24568,3547
24569,4360
24570,1120328
24571,396589
24572,5820
24573,1218
24574,115876
24575,13057
24576,45410
24577,43688
24578,94187
24579,5932
24580,46005
24581,16973
24582,5675
24583,9350
24584,1008
24585,1103
24586,5674
24587,10407
24588,19475
24589,7739
24590,2543
24591,9351
24592,7263
24593,8478
24594,3838
24595,74371
24596,4226932
24597,135619
24598,24320
24599,277058
24600,16637
24601,9868
24602,132087
24603,466174
24604,84219
24605,16149
24606,1198
24607,37198
24608,6832
24609,2842
24610,296458
24611,1196933
24612,39110
24613,5773
24614,2444
24615,95336
24616,51397
24617,86266
24618,43844
24619,4770
24620,1690
24621,7786
24622,3219
24623,20907
24624,2589
24625,1850
24626,3891
24627,19004
24628,3963
24629,1069
24630,2926
24631,33527
24632,1532
24633,173555
24634,5236
24635,989883
24636,645006
24637,2462956
24638,2351752
24639,22556
24640,49764
24641,7952
24642,23193
24643,7932
24644,143867
24645,25019
24646,43893
24647,22832
24648,8643
24649,148328
24650,1735
24651,204449
24652,10077
24653,4596
24654,4531
24655,2652
24656,2849
24657,1019
24658,35992
24659,2871
24660,25807
24661,69869
24662,44809
24663,3676673
24664,92509
24665,79538
24666,26673
24667,108909
24668,25532
24669,110972
24670,25927
24671,81533
24672,34597
24673,28232
24674,7627
24675,49923
24676,3540665
24677,10734
24678,2556
24679,8619
24680,3756
24681,4004
24682,3338
24683,2705
24684,19123
24685,15972
24686,580
24687,504
24688,3799
24689,10239
24690,4658
24691,2901
24692,9763
24693,53433
24694,72294
24695,56180
24696,43843
24697,12601
24698,94043
24699,40155
24700,43922
24701,54107
24702,105935
24703,24711
24704,110137
24705,21783
24706,2746
24707,4138
24708,70935
24709,597426
24710,2269285
24711,2245344
24712,24493
24713,5332
24714,3052
24715,18026
24716,13947
24717,1993
24718,138600
24719,50951
24720,10895
24721,13779
24722,75932
24723,976509
24724,4381
24725,8791
24726,5919
24727,23838
24728,7982
24729,3581
24730,2319
24731,2310
24732,959716
24733,1782
24734,6027
24735,421555
24736,5991
24737,9989
24738,4711
24739,46553
24740,272238
24741,10650
24742,8341
24743,18977
24744,62649
24745,40907
24746,3449
24747,2826
24748,889
24749,4202
24750,17894
24751,2203
24752,3706
24753,2494
24754,2021
24755,4797
24756,6225
24757,7095
24758,6973
24759,8977
24760,2437
24761,134911
24762,5586
24763,89045
24764,23913
24765,6696
24766,150369
24767,5868
24768,194231
24769,42098
24770,85745
24771,708
24772,59455
24773,33521
24774,3511
24775,13087
24776,1994052
24777,4819
24778,282984
24779,2210
24780,1212
24781,2850
24782,55730
24783,44259
24784,10995
24785,71388
24786,65069
24787,11861
24788,6439
24789,3624016
24790,12922
24791,1185
24792,12000
24793,29157
24794,3576
24795,2108
24796,4112
24797,11848
24798,12154
24799,13805
24800,103823
24801,105260
24802,50271
24803,14968
24804,27527
24805,48038
24806,915521
24807,38065
24808,19160
24809,18731
24810,55637
24811,26005
24812,15589
24813,16706
24814,4409
24815,11122
24816,2481
24817,3366
24818,7060
24819,7598
24820,14427
24821,11291
24822,51379
24823,90012
24824,6791
24825,7138
24826,24077
24827,40661
24828,26813
24829,5785
24830,2644
24831,8883
24832,8201
24833,107397
24834,3683
24835,15120
24836,5738
24837,4420
24838,31009
24839,6407
24840,13950
24841,6020
24842,4418
24843,8116
24844,1206
24845,6207
24846,13732
24847,3327
24848,4059
24849,950
24850,433
24851,1750
24852,10905
24853,16726
24854,2247
24855,11649
24856,4745
24857,5987
24858,7968
24859,7666
24860,1373
24861,3124
24862,938
24863,1230
24864,21205
24865,1220
24866,4406
24867,7375
24868,1038964
24869,7516
24870,344327
24871,1092422
24872,761550
24873,267560
24874,27821
24875,1716
24876,4240
24877,25261
24878,5829
24879,13839
24880,3929
24881,9586
24882,6528
24883,5799
24884,4900
24885,10035
24886,926
24887,8631
24888,661
24889,1743
24890,5356
24891,12163
24892,4813
24893,5314
24894,80693
24895,2292
24896,6536
24897,9421
24898,27177
24899,8591
24900,11720
24901,13404
24902,2246
24903,15239
24904,7474
24905,9372
24906,12861
24907,51554
24908,85803
24909,50878
24910,116630
24911,17395
24912,178977
24913,15349
24914,11308
24915,101838
24916,47518
24917,10215
24918,5509
24919,320633
24920,49088
24921,5394
24922,52406
24923,30122
24924,22953
24925,100720
24926,82341
24927,138681
24928,158286
24929,4237
24930,1062225
24931,3022
24932,4400
24933,3221
24934,13929
24935,17771
24936,5095
24937,2097
24938,21364
24939,4163
24940,175333
24941,14744
24942,1109506
24943,19063
24944,267781
24945,3579
24946,87908
24947,26259
24948,670527
24949,221229
24950,42539
24951,36884
24952,11436
24953,14174
24954,233698
24955,1267440
24956,6217
24957,874
24958,1238
24959,8859
24960,6199
24961,1577
24962,3334
24963,172188
24964,6432
24965,9722
24966,8402
24967,23874
24968,23789
24969,2663
24970,1499
24971,6402
24972,978937
24973,328217
24974,13202
24975,1835
24976,3110
24977,18729
24978,20195
24979,608591
24980,50280
24981,18405
24982,124773
24983,71543
24984,6807
24985,2742
24986,2592
24987,1496
24988,3753
24989,3646788
24990,19282
24991,25112
24992,12978
24993,12794
24994,2603
24995,10508
24996,49020
24997,32314
24998,13380
24999,8052
25000,2288
25001,10869
25002,5537
25003,8664
25004,1008
25005,4800
25006,55402
25007,90895
25008,7323
25009,56772
25010,22221
25011,18292
25012,10112
25013,19492
25014,6827
25015,6540
25016,1491
25017,1865
25018,8185
25019,672014
25020,97720
25021,7707
25022,2715
25023,6981
25024,64874
25025,93000
25026,51238
25027,13528
25028,67886
25029,40122
25030,26381
25031,84889
25032,352660
25033,168594
25034,18601
25035,2421
25036,128278
25037,16886
25038,29182
25039,2005
25040,9390
25041,17215
25042,6153
25043,6475
25044,9470
25045,1760
25046,9012
25047,4353
25048,1573
25049,64917
25050,280000
25051,240547
25052,421666
25053,319476
25054,138340
25055,464427
25056,35176
25057,12085
25058,10395
25059,427883
25060,431347
25061,2550
25062,11452
25063,22605
25064,2007419
25065,25003
25066,49819
25067,6468
25068,25667
25069,11359
25070,70888
25071,1104622
25072,1069
25073,214817
25074,13436
25075,99359
25076,8509
25077,29216
25078,1691
25079,3613048
25080,1867
25081,9374
25082,266895
25083,3504
25084,4070
25085,7174
25086,9771
25087,7907
25088,33239
25089,3313
25090,7669
25091,11188
25092,7939
25093,59696
25094,6242
25095,2424
25096,55097
25097,94299
25098,67768
25099,22896
25100,13424
25101,18396
25102,122100
25103,83077
25104,9192
25105,11562
25106,21095
25107,17979
25108,39884
25109,55199
25110,5025
25111,6656
25112,15941
25113,205842
25114,83050
25115,3526
25116,28805
25117,40402
25118,25902
25119,96091
25120,28672
25121,2843
25122,1675
25123,10063
25124,3554
25125,2302
25126,24329
25127,1277
25128,1275
25129,1222349
25130,9072
25131,791
25132,1190
25133,1024
25134,10349
25135,774
25136,1791
25137,18794
25138,1829
25139,264460
25140,205959
25141,119631
25142,255655
25143,1037
25144,233350
25145,123878
25146,23170
25147,1690
25148,1011125
25149,543219
25150,118233
25151,257724
25152,673972
25153,1198584
25154,30782
25155,398660
25156,63668
25157,257433
25158,158358
25159,214196
25160,1466
25161,853306
25162,5768
25163,1428
25164,4262
25165,5995
25166,9642
25167,8588
25168,4436
25169,3008
25170,331525
25171,626367
25172,246265
25173,1026
25174,1230
25175,1772
25176,2760
25177,62927
25178,33285
25179,3104
25180,12163
25181,63242
25182,21771
25183,36712
25184,89545
25185,65764
25186,35795
25187,61435
25188,989884
25189,45285
25190,27743
25191,12367
25192,3976
25193,28335
25194,6885
25195,19952
25196,43840
25197,51660
25198,22885
25199,55919
25200,39404
25201,1021602
25202,32582
25203,3256
25204,60676
25205,22668
25206,5014
25207,264565
25208,324846
25209,199851
25210,260857
25211,11899
25212,172953
25213,30770
25214,4312
25215,124962
25216,235692
25217,220640
25218,3011
25219,6962
25220,1233639
25221,4298
25222,4344
25223,3273
25224,4394
25225,17283
25226,72003
25227,3586
25228,76158
25229,3429
25230,157128
25231,8006
25232,8331
25233,125632
25234,43157
25235,44577
25236,87654
25237,12344
25238,10620
25239,9083
25240,19516
25241,134466
25242,8025
25243,5327
25244,4349
25245,2100
25246,5188
25247,4432
25248,10241
25249,4141
25250,31028
25251,2003
25252,9224
25253,589
25254,4032
25255,559
25256,432
25257,13877
25258,8071
25259,4131
25260,3583
25261,16880
25262,8223
25263,7650
25264,6085
25265,7384
25266,3600
25267,22026
25268,47164
25269,87112
25270,140195
25271,84839
25272,4770644
25273,126885
25274,247252
25275,342562
25276,12447
25277,13738
25278,4624
25279,4066
25280,4105
25281,16897
25282,18835
25283,2102
25284,1607
25285,13857
25286,364048
25287,20259
25288,7538
25289,1818
25290,40448
25291,151024
25292,23979
25293,2578
25294,20191
25295,2587
25296,89426
25297,10685
25298,2030
25299,2217
25300,1835
25301,21032
25302,3295
25303,1118
25304,7292
25305,2574
25306,938153
25307,7194
25308,2670
25309,7022
25310,6795
25311,5943
25312,7654
25313,8730
25314,5939
25315,4370
25316,2503
25317,48446
25318,82533
25319,21084
25320,2470
25321,2923
25322,46306
25323,4026
25324,6649
25325,16217
25326,73597
25327,76074
25328,3468
25329,155086
25330,9178
25331,6184
25332,569543
25333,205395
25334,1194
25335,270417
25336,252341
25337,137985
25338,262597
25339,4103
25340,161170
25341,24803
25342,11025
25343,1119432
25344,1087007
25345,503868
25346,277043
25347,5150
25348,1175139
25349,29183
25350,24168
25351,1427
25352,5145
25353,4627
25354,5182
25355,9999
25356,11109
25357,7845
25358,7307
25359,984
25360,2907
25361,2566
25362,870
25363,6831
25364,41208
25365,3984
25366,3370
25367,63285
25368,21838
25369,7260
25370,7464
25371,68300
25372,10275
25373,11904
25374,10187
25375,3949
25376,13033
25377,20955
25378,52222
25379,42928
25380,29026
25381,35244
25382,25662
25383,90660
25384,73756
25385,8235
25386,36051
25387,36774
25388,52548
25389,400497
25390,17194
25391,5344
25392,2874
25393,19946
25394,365128
25395,24924
25396,8006
25397,1181
25398,9808
25399,4120
25400,71537
25401,54232
25402,2210
25403,140557
25404,14208
25405,3013
25406,11550
25407,3029
25408,1997
25409,10649
25410,3129
25411,1101
25412,2105
25413,2347
25414,1498
25415,39992
25416,2238
25417,139192
25418,169831
25419,6265
25420,4256
25421,10089
25422,6404
25423,3105
25424,1736
25425,1691
25426,88180
25427,26055
25428,18672
25429,9457
25430,825154
25431,2110
25432,3886
25433,2240
25434,6845
25435,102662
25436,286389
25437,21296
25438,8683
25439,480263
25440,141014
25441,9792
25442,9085
25443,26298
25444,506992
25445,127515
25446,18146
25447,20009
25448,3216
25449,330
25450,16627
25451,7499
25452,8126
25453,33379
25454,1502
25455,3182
25456,4829
25457,30276
25458,2596
25459,2355
25460,2964
25461,7359
25462,2448
25463,5391
25464,10400
25465,1055687
25466,750
25467,226784
25468,54469
25469,16316
25470,5966
25471,26936
25472,42912
25473,2793
25474,4988
25475,1727
25476,43743
25477,682
25478,5317
25479,3131
25480,2847
25481,7057
25482,6366
25483,8643
25484,584205
25485,156279
25486,4587
25487,5531
25488,9703
25489,3127
25490,2555
25491,9111
25492,58407
25493,838
25494,79031
25495,24143
25496,4926
25497,40523
25498,1586
25499,10971
25500,13108
25501,18055
25502,1363
25503,7008
25504,30743
25505,27511
25506,3686
25507,6176
25508,6634
25509,6682
25510,6865
25511,900765
25512,12615
25513,6984
25514,19895
25515,18328
25516,18208
25517,12593
25518,7303
25519,2317
25520,2074
25521,804
25522,2834
25523,903
25524,6760
25525,1032
25526,1480
25527,52960
25528,2226
25529,14139
25530,4552
25531,8775
25532,17990
25533,17144
25534,10009
25535,1573
25536,2694
25537,60504
25538,29060
25539,5871
25540,1910
25541,4153
25542,3083
25543,10883
25544,4087
25545,9006
25546,25528
25547,28091
25548,15341
25549,699434
25550,4919
25551,6913
25552,8936
25553,80770
25554,1642
25555,1595
25556,2260
25557,3066
25558,3377
25559,5550
25560,6320
25561,29803
25562,14599
25563,70816
25564,8815
25565,11332
25566,275406
25567,3927
25568,111518
25569,252497
25570,275076
25571,282064
25572,263085
25573,186315
25574,15794
25575,1068
25576,30566
25577,183279
25578,183924
25579,1885
25580,3333
25581,358
25582,1448959
25583,6621
25584,1903
25585,9757
25586,29446
25587,7305
25588,7110
25589,875
25590,738
25591,9505
25592,2813
25593,10449
25594,3885
25595,17045
25596,21998
25597,5408
25598,4152
25599,30871
25600,1248
25601,40193
25602,2521
25603,137353
25604,4299
25605,1296059
25606,267382
25607,208747
25608,115473
25609,264063
25610,7820
25611,139651
25612,25435
25613,28302
25614,41895
25615,167355
25616,147372
25617,7851
25618,13188
25619,2218909
25620,265744
25621,3181
25622,8649
25623,4256
25624,6624
25625,13286
25626,1263518
25627,82246
25628,71494
25629,416438
25630,54130
25631,143207
25632,31327
25633,5288
25634,22677
25635,213670
25636,400860
25637,1548042
25638,239070
25639,341448
25640,205692
25641,219128
25642,6071
25643,343773
25644,614600
25645,468220
25646,17086
25647,6395
25648,1282
25649,88565
25650,49473
25651,192930
25652,27322
25653,51844
25654,7420
25655,12203
25656,4389
25657,745
25658,9220
25659,2692
25660,88524
25661,10378
25662,1628
25663,3814
25664,2408
25665,262176
25666,667872
25667,246619
25668,71125
25669,6221
25670,120022
25671,27885
25672,5549
25673,158388
25674,3508
25675,3988
25676,789
25677,3967
25678,5761
25679,10096
25680,22361
25681,2558481
25682,6167
25683,225753
25684,5901
25685,2235
